Date,Asset_0,Asset_1,Asset_2,Asset_3,Asset_4
2020-02-14,113.92809284794915,122.48912624103417,106.28418405096808,108.69664425685959,100.99643326707083
2020-02-15,114.49532476040102,119.89096561513654,107.29533041439475,110.46010295798922,101.66561633710297
2020-02-16,119.19544461818782,117.17366660973067,106.56880606165144,113.8307901036752,100.75827225859337
2020-02-17,120.01561136548182,118.74028850358043,105.70375527834479,114.00408731715379,96.65614299522744
2020-02-18,116.63120694120552,111.60706233804115,100.07449050341188,115.42727065996795,97.88092579847284
2020-02-19,116.7569603868819,115.4739906386406,101.47067465183135,117.9612251510483,98.71687369401535
2020-02-20,116.88703572282708,115.71655155329876,102.49740413117577,120.85888588534455,97.66489003535922
2020-02-21,118.12113780455958,116.21594421907587,103.49045032361725,121.24482861415258,97.45696773645301
2020-02-22,118.51323751982497,115.3707630189808,104.636902763531,122.00967803941694,96.75969179998442
2020-02-23,119.18237369887115,116.54740572145809,104.11308529824478,123.74160639125085,97.87384546377652
2020-02-24,117.94317641489792,116.16405366755723,103.96419961180149,125.57592165343944,97.09512609593912
2020-02-25,120.74680702332765,116.26850525261261,103.9701452942985,126.61615770337353,97.62091939576098
2020-02-26,122.4692356105938,117.92508444232166,104.211769069315,127.92248872526484,98.08803712928983
2020-02-27,126.05831598633736,120.79530304949209,102.90410978785506,128.11895776954265,100.3653597422007
2020-02-28,121.52934694532104,121.70063765454142,104.0753175628118,127.65930441290533,97.58054713998197
2020-02-29,123.34466217944623,122.00329118855825,103.30894861689455,127.34720178651673,98.24928856509293
2020-03-01,121.72706778659693,120.34966659613802,103.14476542008282,128.225541448148,99.76835895744215
2020-03-02,123.8779373231624,120.17693212669101,102.58623643770399,130.90551407815016,97.54978290183186
2020-03-03,128.71757332277545,121.53007793957373,101.45787807245217,131.81043557219945,97.63993493967327
2020-03-04,129.36804815913825,120.29861383413174,102.083912393986,134.6397706918295,97.84689712647838
2020-03-05,130.17596399146268,119.9498701060036,102.82635910974639,135.04723585406484,99.37546072584307
2020-03-06,130.39290595798101,118.70630102120604,102.66486778045139,135.71894674035755,101.26373408271151
2020-03-07,132.30916038813768,121.30959291240177,106.19061256737987,137.31679656791675,103.94841990874204
2020-03-08,130.6792020541095,119.84393882594881,102.52503346468066,134.82773653547792,101.63677116615213
2020-03-09,131.00053241187626,116.71068244095108,102.4848043570788,135.27621670976032,102.64254851097215
2020-03-10,128.45747160717298,119.12382853183468,104.21356756596997,134.8668369790278,100.53341704987147
2020-03-11,131.1190874705571,120.34950381916791,105.37501415115854,131.4571705777875,99.57923506028409
2020-03-12,131.15562961597985,120.4573667599093,104.75644467048606,132.47619573348368,98.2077248520088
2020-03-13,130.9019982322171,118.06931926648163,105.01820706687965,133.93352222636042,100.14589023857575
2020-03-14,131.582449602287,117.00973736938663,107.22764009969853,134.58536887759098,102.11265546864507
2020-03-15,131.90970031339089,121.05790727486554,108.71161934035413,131.66180269731532,101.73997293130893
2020-03-16,134.91612344937948,123.43696050858402,109.12133133882219,132.18764283086713,100.18054780817248
2020-03-17,137.89856235102053,123.78858402815246,110.85915871584203,135.9723665099312,101.3826382097209
2020-03-18,139.97188347173937,124.95130851734709,111.47101517578625,138.24311168461227,101.74729036342777
2020-03-19,134.4198076042513,117.6523988415312,108.70319172497275,131.1646720692438,100.39711314560631
2020-03-20,135.18804956750165,116.29561727052123,107.79300574853609,128.94326278280073,99.82358100099124
2020-03-21,138.39139100509297,115.92490199126303,107.15271631797134,126.98396951958489,98.60074036005274
2020-03-22,135.47329072782148,114.88694121102246,106.5026018152842,122.25457726949188,97.32314116343224
2020-03-23,135.5860529297517,113.78670582651125,106.61536838240329,121.90072968562296,96.87755127911436
2020-03-24,134.1234082382656,114.37745857225171,105.67915794080919,119.55580668826478,99.50703745232889
2020-03-25,133.52643445838083,116.96137448582022,105.76016976636086,120.93481566341518,100.40982603185839
2020-03-26,131.61953379213702,116.60659819709475,107.60603323929938,116.94672895638013,98.79775130520818
2020-03-27,129.87173540833513,115.08644640440414,105.3631533120312,118.62447834500746,99.463931875915
2020-03-28,128.20591738850524,114.65223562584129,108.49745161866151,120.57742195381174,99.33436554550137
2020-03-29,131.3109630010707,114.05643637863514,106.9008690271792,122.21433449105965,102.21669102035733
2020-03-30,131.3917919041716,114.30158924767025,106.44358096028469,121.79221022926946,101.51384275817523
2020-03-31,130.1898466041869,113.04058232882203,104.69095784756243,121.04366957456308,99.70839596008233
2020-04-01,130.98038022340367,113.12439587160408,105.21361892462235,121.77658798871067,99.02365339211521
2020-04-02,129.9641753392199,113.03672941688616,106.12159974298568,119.03890306481566,99.40322553876194
2020-04-03,128.89401572054584,111.16703874367609,105.93558973663824,114.09668299507614,97.72461211310414
2020-04-04,128.3280321860652,112.05517406854577,103.60925061132531,113.60567864611187,95.79856771545174
2020-04-05,128.06801193517495,111.35157200657636,102.55831204651687,114.40505021891227,97.07115509789786
2020-04-06,129.58487064972965,107.87767046449665,100.97240194453589,114.55644395383287,96.29138033552447
2020-04-07,129.94119182857182,108.11990378419078,101.78891133210844,117.35581836417374,96.708896149106
2020-04-08,130.18908835417415,107.44460513669463,101.08688378779705,117.75161581018074,96.047654832611
2020-04-09,125.97283912112677,106.95426834463359,99.85041582562366,118.18916980952848,95.03663374747296
2020-04-10,128.48113801442744,104.7615435970783,99.35073319518622,118.09600832518676,97.11550302914063
2020-04-11,128.04662145111513,105.90985753320057,100.77828767816565,118.74483686173797,96.38301051967376
2020-04-12,128.62465945996607,103.84738262890995,102.04930358899573,119.24746013458974,95.87519429430297
2020-04-13,130.52794956312758,104.4431731654387,101.84863417059009,120.33369735541206,94.89072458908984
2020-04-14,128.96387870846155,104.1873444099961,100.84626058168901,120.5822463426302,94.99070289274415
2020-04-15,131.50396188899208,104.1487011343255,100.70239598606732,120.0827994484007,96.44850652974638
2020-04-16,133.46514282466592,105.24769598652283,103.98495000391739,120.11442904765761,95.71506698124554
2020-04-17,133.83386995858845,106.61672924843701,103.0866480920467,116.51888431022799,95.60211978483524
2020-04-18,139.27533874617848,108.0832589232829,105.438931067839,118.9833484001682,97.37884849455993
2020-04-19,139.82707591270443,106.47594566507064,103.23600641442877,121.37055713968046,97.4390662514838
2020-04-20,140.06518462901914,105.04713816815703,102.78598751144945,121.10581876314608,98.61054682984661
2020-04-21,138.8628306930504,104.59062798628202,104.02939264186497,120.13346548002856,99.6174942140598
2020-04-22,134.1388631771945,101.63139230234138,100.69935354571771,117.46347345548556,100.00978971719924
2020-04-23,131.91981430561057,100.92276309456358,100.15211957095156,114.74508186541728,100.27427071938898
2020-04-24,131.17156473087175,107.64605200224524,105.58663301032063,116.11167351584663,98.51116809166835
2020-04-25,136.3611005066843,109.01396896393273,106.87943053577304,117.47605488855731,99.96347494104148
2020-04-26,136.09335875402647,113.04655411102964,106.09382487484038,120.34601806005182,97.22586720073906
2020-04-27,138.68877438455812,110.38108384540786,105.47917048198045,119.50491784585188,95.1346630729034
2020-04-28,137.10747937385526,109.44917347587968,104.90439727895246,119.73941428247412,93.80612283189429
2020-04-29,139.7472060467288,107.0353439641675,103.51136201049172,120.77863736842461,91.03808001967901
2020-04-30,141.27807280168722,108.4989807624185,104.75486004076232,121.01793939973915,93.04380273568366
2020-05-01,139.92010708023514,106.75863343906958,101.75032879545967,122.71452603239801,90.91304044960485
2020-05-02,138.24493661291532,104.0449696271933,101.73241002029181,119.73945290638416,92.18564802612916
2020-05-03,131.9874958931147,101.21796687337779,102.4462879332512,118.16925308143111,90.30712098763637
2020-05-04,134.70643473397473,105.04333618337512,104.80195198818856,118.9530393675673,91.04496886385989
2020-05-05,134.7706388576484,105.59695340041301,104.16624140523136,117.69615905414558,91.13476246892724
2020-05-06,131.5980362959965,109.90299128321371,106.29049539007636,117.27295923239475,92.6870918387997
2020-05-07,134.86308770737188,113.24604327037649,106.15274099621321,119.28802692827033,93.52736291300867
2020-05-08,138.3664946307941,112.01056138149696,106.60575579203817,121.51867056164784,92.16959531083357
2020-05-09,137.13051766676182,109.49876792141774,104.4895108178453,118.15241792789416,89.83063560937642
2020-05-10,139.34289737678844,113.36768659684178,105.28390135756686,119.61737567852492,91.06456199808284
2020-05-11,138.17254297302628,113.2946422793057,108.88766471578667,120.02260704726132,92.90497932422888
2020-05-12,136.7501542388514,113.25036745744703,108.12459528485954,122.9092029561898,92.94047030506745
2020-05-13,138.23731031354012,112.72345362790368,109.24758332672468,124.95141431790184,94.22023114234841
2020-05-14,135.04640733769344,109.85846217830992,107.68864053459615,125.29496813548634,93.47889277677781
2020-05-15,136.21238664946887,111.87440670137136,109.63345678256972,127.15607959980119,94.27768652880751
2020-05-16,132.8872361555401,112.37194641632234,109.33696386731643,127.39612518856069,93.70079639864848
2020-05-17,132.74860425456296,114.6728491708791,109.9257681012989,128.1054348638736,96.68926174746946
2020-05-18,131.75135540250392,113.72051761102904,109.06497340423428,127.93565814720627,95.69372764539558
2020-05-19,131.26275349737486,113.82938721770728,109.63526269126102,124.67188453087218,94.51402779184235
2020-05-20,133.3602689142633,114.82599853999238,111.6448726873009,125.82736768322596,96.68079710067605
2020-05-21,135.85685832679766,114.3590328096378,111.23798189141343,121.88134475975076,97.57173465301906
2020-05-22,136.52527312766864,113.815709165702,113.52788033728405,125.03397705151703,97.59958164668997
2020-05-23,135.93873975575937,112.3830544550529,111.52305339875652,122.45917406092968,94.25983442826477
2020-05-24,133.52562457576474,113.38222575293481,110.97101441664746,122.06572877553735,94.87116361433061
2020-05-25,135.9109575651049,116.67743805937486,109.75116995663191,123.01148862489784,94.85952555999977
2020-05-26,134.72236180812826,115.33000175833868,111.07107969724501,125.23707970667265,94.27923997521242
2020-05-27,135.44563748153527,114.9107520699394,110.0411812481061,123.8718800972803,97.05117908281619
2020-05-28,137.391969912921,114.41218473042646,109.711428229884,124.52941570256941,97.68588279676761
2020-05-29,135.6773428715383,114.16887885726966,106.72197607429875,121.44971969153002,97.82057550543846
2020-05-30,133.78303302787972,112.865192859686,106.43724768182852,120.79231619067362,98.88375051207072
2020-05-31,136.25167844927805,114.0605444403596,109.15251330740591,120.15810840199744,97.4730864321964
2020-06-01,137.2277536139834,115.29137267419826,111.3205977971719,122.38300202359073,99.02027452667909
2020-06-02,139.34735782289485,118.40583614928221,111.40495802227272,124.19203241286728,99.43088004189622
2020-06-03,136.2955606276041,118.75257282018892,109.84360879384097,123.51577373141646,101.92769488358938
2020-06-04,136.71415053092903,118.95752766138617,107.91434461558225,124.49155920242546,102.74552633953239
2020-06-05,141.25137075572218,120.60439057894266,108.47984249177406,126.64184447911849,103.94186896886602
2020-06-06,143.98760748998717,121.99393901332762,107.85645756665936,127.95032127354195,107.73188006468861
2020-06-07,141.81586734151026,123.5507585253649,105.54326493673211,126.4123015096629,107.67130947481479
2020-06-08,141.56570154318823,119.95779436088058,105.86915943860112,127.62812428229422,104.92497189847103
2020-06-09,140.73328988652358,117.30659658562251,102.0210953323436,126.847756683,103.05522313860659
2020-06-10,143.15018671439964,120.15613442300933,102.68426258307795,126.00191848995638,103.56879634144951
2020-06-11,144.545357120239,117.9207568861425,101.49786842009267,125.44654368546458,103.50602500306236
2020-06-12,143.04085223820334,116.44736995959941,101.07497154157595,124.42805994095954,104.26708248842111
2020-06-13,142.3353128427409,116.86274270399197,101.6982574111655,125.52444379394119,105.13158553476886
2020-06-14,140.3613403946967,116.93003908641815,103.17435917799341,126.40610071492534,103.81739000553021
2020-06-15,140.17139356837637,114.56691520249953,108.1704115644201,126.87827866602369,100.19291767679981
2020-06-16,141.97848994233627,113.95498551898692,107.6971999384562,123.72359947339748,99.24308846147542
2020-06-17,132.1407865736862,114.82474882382643,102.97218043079324,122.45779254185406,98.65298868457448
2020-06-18,131.21716649798972,113.39789297676597,108.97786613440849,123.25535165297599,100.6372325258575
2020-06-19,138.06820493398433,112.4518250718864,110.17373718699329,123.64079725702145,101.32353300135027
2020-06-20,138.50119531017404,110.87450195667479,111.43005209700699,124.71820789477668,100.80144351905251
2020-06-21,137.60733161532377,112.91327247966254,113.19239604600399,125.47474836520898,100.46175716012881
2020-06-22,138.4491559866865,114.24446311037019,112.75767919989418,127.70270351007905,101.127547500495
2020-06-23,141.5908521093495,120.4876054859664,113.0503106718697,134.49217371190505,103.66440563171514
2020-06-24,140.2421126975727,119.3298542042681,112.06102349828859,134.57765303570756,103.95621628180656
2020-06-25,139.0682479823328,124.20538011082057,112.7425980362507,133.8253591337111,105.5605499395773
2020-06-26,139.17537903177535,124.46506089712116,113.79705301774108,132.2794850839441,105.211163947269
2020-06-27,135.76237248785856,125.21910736440162,114.70290174905399,128.6984095902236,103.31879794355083
2020-06-28,136.2474712386295,127.26329339283528,117.97326995017463,129.05771328001146,105.68457697715061
2020-06-29,136.1960302223868,124.32744501010441,116.40995323245973,129.58623527576233,105.39844013190825
2020-06-30,139.27401894354998,127.67794656745572,116.7237513281873,131.56856544034062,107.2371422618358
2020-07-01,139.8476279819486,128.44712838351685,116.53526362228037,128.8485158165894,106.96257845617275
2020-07-02,141.50413496235132,123.77061389481979,117.73713945072238,125.47550715647434,105.75162734490651
2020-07-03,139.17524446334804,124.60429528609852,115.46149777050965,126.70161321233931,104.42803036694266
2020-07-04,139.10514442668895,125.45635823425354,115.765986427838,124.71776919359367,105.73609282378911
2020-07-05,138.1063075494143,126.37094173729783,113.55770536677971,122.86358216787326,105.91683612318974
2020-07-06,137.4691058847634,130.02029789602625,114.80545803521366,124.40759070200593,108.2132159599179
2020-07-07,137.9899759909529,129.5786148327114,113.95041638740479,124.33528120578788,107.09111568355237
2020-07-08,139.54269976501706,129.8824305657757,114.44433908312638,121.3999124372698,108.32925614463436
2020-07-09,140.8882537095878,123.38359623652057,122.06002524889803,119.33002737100152,109.50441583164728
2020-07-10,138.94664779370208,124.02633910801066,122.29888176832885,118.13407414473622,110.81669738232507
2020-07-11,138.6330642951602,125.51258180772604,123.43373277231147,118.80773814564961,111.80542278790917
2020-07-12,140.67821235742133,126.63907664199705,123.3472205916225,119.43912895836982,112.61231044747046
2020-07-13,141.65769189126473,128.08604943557924,121.92670491910444,122.30187669680623,111.42417711153347
2020-07-14,143.83843140021327,128.22853640661216,122.9837177836134,125.32354421695828,113.1646941050102
2020-07-15,144.63653277402602,130.66467757288342,121.59403070553954,126.67082114183283,114.67776417859235
2020-07-16,147.4914595671192,130.9607733380898,122.42594538711639,125.5845180815065,113.08064816436465
2020-07-17,143.92814214271877,128.19019821478446,117.57241645118006,122.50459877706774,109.15424689943382
2020-07-18,144.32382636370414,127.03475202154098,119.20890777892967,125.28905906967171,106.3992072724268
2020-07-19,142.8813669297352,122.2200373581547,121.71073662776759,122.29958864384446,103.21676456057583
2020-07-20,147.98989126770576,124.82066733498814,124.48530752592342,125.10985023543999,104.5337479646164
2020-07-21,148.8925994729875,123.7240745094062,123.93467497313492,122.09279690986374,103.8833102914533
2020-07-22,151.1070835575503,123.19738632187689,120.98454903485575,122.45542606364627,105.85988358123575
2020-07-23,152.9001350128013,121.92525727614276,120.65918422720578,123.36133909966725,104.59287388758453
2020-07-24,157.22602087015406,123.35898649325202,122.05210197584486,122.97278132084688,107.40272827916851
2020-07-25,157.08031435648667,123.56315397908554,121.35799557441555,123.07451062344698,108.13072917181182
2020-07-26,156.44399770446535,124.14066901931714,122.23534400443646,121.0994553301344,109.68528016783847
2020-07-27,155.77062045908195,121.8100340925325,120.42649720995463,119.07064593495699,110.06586950675293
2020-07-28,160.11273153056678,121.38898139875454,121.51371037934216,118.54594688793487,113.94147602767194
2020-07-29,153.9006834079134,122.32653180461251,122.13403361517042,117.32387220906192,112.85886884086196
2020-07-30,156.17320318642794,126.83182340520128,122.63273731204654,116.34807851669139,113.56433043333071
2020-07-31,162.36734148091162,129.10194854928443,122.9304659940413,115.36653994310183,111.56367939959142
2020-08-01,163.79179104401334,132.51073825042093,123.28242754183583,115.87106127927136,111.43578639789882
2020-08-02,161.34980395637683,130.83069506060406,122.17132086130634,113.89517103107045,110.54717445911535
2020-08-03,161.94900344954698,128.11043585536083,122.25945263450981,114.85332223810188,107.4790725481533
2020-08-04,163.86660738360774,131.2459630614437,130.3783914069579,116.18603337996319,114.79091575578278
2020-08-05,161.48178362640445,131.87062944220634,128.44776758267514,115.78510316086958,116.75798775597858
2020-08-06,160.77255037100917,133.78800605302058,129.85603212386624,114.52702159492681,116.452678042629
2020-08-07,160.98087785835045,135.36125881294743,130.39621077730797,116.85016918734064,115.96844025765137
2020-08-08,161.99742102375714,136.10425179133995,130.26533964917263,119.15914619210501,119.28038334383373
2020-08-09,160.13073471931477,133.0913144286623,125.9991792221493,118.49620378431796,116.18075794961732
2020-08-10,155.07319243123433,133.42166003607622,125.20899885213905,118.11668626363058,115.47155178463626
2020-08-11,155.29470823037408,133.308727911804,126.8521453036999,117.95983654355658,116.1229250653366
2020-08-12,156.07710097415654,132.56311509775063,126.43198979888311,115.98425339655539,115.20037369405976
2020-08-13,156.1743231623459,132.5891438596526,128.39609957896675,117.10580617492674,115.6411123425639
2020-08-14,158.13345588696887,131.87154885100333,129.5707521537745,113.48280056856004,115.47064088045899
2020-08-15,156.72562279889715,131.18520984244645,129.26384265706056,113.96404656902031,115.1454076952901
2020-08-16,157.90509304880513,126.17513104070835,128.86826247690448,113.67856926801323,113.26296063931085
2020-08-17,161.6050568728128,129.30818939331877,129.92167568903787,117.25108054700974,115.06469364360613
2020-08-18,160.82215845053028,128.1006687898296,128.77057397475897,116.16883720461408,113.39829745764577
2020-08-19,159.9204487505652,128.21494774616215,128.93184219581443,116.10807086830246,114.00572380959541
2020-08-20,162.83480007573914,129.85439945746666,134.06923085887652,115.98097632360842,114.93359718402768
2020-08-21,159.56207156347875,128.66944534976776,131.02286347995053,112.06002160059796,114.20873359254904
2020-08-22,161.42172291526037,129.08036170354134,131.16582852111793,111.80341030670986,114.43872335421133
2020-08-23,160.13651506549328,129.51328041240924,128.3688010014248,111.54461038280037,113.90942597786578
2020-08-24,161.56637405667593,126.2851146848849,131.6215075206606,109.92757451335449,113.74957856461677
2020-08-25,161.18001600636808,129.3415908428504,129.7881639773195,107.68898922621992,115.80119887779487
2020-08-26,160.7068659421662,131.37562530481813,128.1663041936708,105.37040632701954,114.78185709145396
2020-08-27,171.5881142021011,131.67819942561346,132.94565708626777,108.35479440594281,121.44816116964577
2020-08-28,178.1127857175467,134.57583047150308,132.78481448699534,114.43276610542759,123.99471884844931
2020-08-29,177.17485990698967,134.7372378226303,130.2088774217976,112.43203265358342,125.21107658347678
2020-08-30,175.47274642252444,133.5012993147991,128.87232350628085,112.26116371145393,123.42910797194436
2020-08-31,178.1497440062078,132.68320604646757,126.62243433476122,114.41493648596685,123.10317261782907
2020-09-01,177.51621553108183,133.7828002177997,128.95328191808767,114.00482447486132,123.5531449715955
2020-09-02,175.84610100414847,135.20583284322225,129.10318332701422,114.48351509646672,126.26832697893317
2020-09-03,177.22617163747842,133.89653497985685,129.70716323058534,115.42832281871931,126.13774791788552
2020-09-04,174.50520771320646,129.59691294940933,132.0146458836394,113.06189482802975,124.75820371171676
2020-09-05,173.81688940042486,127.00179376596788,132.97380468725248,113.18297365471628,124.90283696235274
2020-09-06,173.41638625476125,127.44598454080915,132.56468533559553,115.66748232666836,126.13706362398818
2020-09-07,175.3736299738963,126.00672359798611,133.50637867849377,116.3463153327044,126.45323702989869
2020-09-08,176.46349815897483,125.08750596121459,132.50722213933977,117.10349029678842,128.55139331613736
2020-09-09,176.55511948829144,129.31173409210533,135.57190438937826,115.32848150300099,129.53955368365936
2020-09-10,180.11054614839145,131.35108494200568,141.06024643246312,118.87419009527368,131.29676277031479
2020-09-11,176.8684673675975,130.26534710824973,138.5658744878784,116.9687299078165,131.09668241983886
2020-09-12,181.275779628795,137.53738720716834,138.86035223025203,114.76231685603577,133.52494833724623
2020-09-13,185.31214541196294,135.62535065915276,137.0060204333189,113.94578144429114,131.80194302959066
2020-09-14,190.21331130608766,135.93124654139717,138.35250667022208,116.24674392828236,130.5032658898708
2020-09-15,185.292193110011,137.15584370232796,136.72279349897084,115.91122055344489,128.39808531268875
2020-09-16,183.7673007384206,137.19722254340473,139.44863852043642,119.4091445016253,132.90076458125532
2020-09-17,189.07046797771497,136.4776158216271,142.7535416973762,120.44982631751917,137.8311319924025
2020-09-18,192.30032118325929,135.92343856037576,145.09572979165318,122.25544934570469,133.70002961903532
2020-09-19,194.66348939142736,135.04916761052908,141.57695086718132,121.69847897561965,132.998862821557
2020-09-20,195.2576737161313,136.31196427816948,145.72537942624615,120.86097214583918,133.10169495958877
2020-09-21,196.06476425855536,135.77480364082953,147.9731454266434,124.38791346212838,136.86761590347942
2020-09-22,191.99756066357384,132.69368415903224,145.42430571850997,124.28166240192128,132.1148232869926
2020-09-23,192.52714225241337,131.93918947279724,142.14964287872476,124.56639122748811,130.69300249481537
2020-09-24,189.38196364688076,131.21022281991534,141.85028589763726,123.37496107385469,125.06380094438583
2020-09-25,188.96321636286456,130.01627225880213,142.42082372257516,121.54510685132291,125.14271104038032
2020-09-26,190.00580366300946,130.47594924748154,140.80615766739768,120.02779062807662,125.45724621445176
2020-09-27,188.79512775720517,133.67265137980115,138.29324627444052,125.00432805873149,125.35443566345782
2020-09-28,182.08959444228887,133.9323354745848,138.6351280767068,123.79594735048367,124.65825991332346
2020-09-29,183.5409734947543,134.0601914869867,137.77141614022855,125.37580142955099,123.42781369591928
2020-09-30,185.77790508298028,132.17348534571255,138.2848211719858,123.12029193312422,123.89379835666442
2020-10-01,185.71575006507317,130.658520425572,137.31756313002802,121.98190074150634,122.45372281273434
2020-10-02,186.99084062220047,135.7843256237858,134.5098340727502,122.78649800147201,124.65184471418402
2020-10-03,188.98284034907846,134.63194203646222,134.75022419995136,121.09745404001282,119.64984367502007
2020-10-04,187.75360956673828,138.30873392979063,138.77916979375277,120.52888524809258,119.3639673551025
2020-10-05,187.9990796739232,138.0206446590307,141.45111847378712,119.88973675322396,118.33352245667562
2020-10-06,191.34270258528656,137.25456954775916,139.03301831682037,119.93955458331945,117.67899879641408
2020-10-07,192.85474851299418,139.34811667012548,139.63686258970858,120.2693678695364,123.45862621682197
2020-10-08,195.92131773774244,141.04516327001147,143.13933645234673,120.5330774814436,121.50021114791284
2020-10-09,196.55119182576888,145.03691001540048,146.37102188110498,121.01505038575716,124.75572942322529
2020-10-10,193.02818150537806,144.515494383087,147.66225310387856,121.82176411988814,126.05304247146059
2020-10-11,191.83197546666906,143.57700322005755,146.41971944557713,119.77473017173564,126.02454414049107
2020-10-12,189.76430505181517,143.54875638693682,146.45309930653949,119.9378014923212,126.7350611509587
2020-10-13,189.8188052866071,141.41502522674358,146.84630834496264,119.37264211517908,128.1040050176146
2020-10-14,189.94999021645853,140.92487716938334,150.47771775190137,120.23632940329885,127.30635099123903
2020-10-15,191.69536344067802,141.6729845138307,153.79184239688198,119.41128460188972,129.89106914970765
2020-10-16,191.25860744629148,144.26680803140118,154.1766193448647,116.21815483584001,128.85131785265062
2020-10-17,194.1666490481703,146.69564864568486,156.5153094178091,116.87110086584028,129.2902222628471
2020-10-18,192.28451025506533,142.10056755152493,156.6949327987866,118.01032121453417,126.0624446103625
2020-10-19,195.94497763031643,143.75484403150836,157.76308314829944,117.38750252302911,127.26525921169382
2020-10-20,199.5278859198243,142.25759679491398,157.1765410529466,118.32957927549212,126.6405534378393
2020-10-21,203.81105748437847,143.65484339870008,166.22338983814316,117.35347248136743,126.13351944637084
2020-10-22,205.4293118732563,144.386789724083,167.55639191697864,118.61720217678057,127.86688889971126
2020-10-23,208.919182637701,145.70608036082135,170.11407886715554,117.97565176258298,128.85949737778705
